Attendance_Percentage,Study_Hours_per_Day,Social_Media_Hours_per_Day,Sleep_Hours_per_Night,Previous_Semester_SGPA,Cleared_in_First_Attempt
71,0.0,6.1,6.2,3.84,No
54,3.6,3.9,7.9,3.87,Yes
43,2.6,3.0,3.1,4.2,No
63,0.9,2.9,7.2,4.33,Yes
45,2.6,2.4,5.6,5.07,No
84,4.1,4.1,5.6,5.47,No
53,4.2,2.4,5.6,5.02,Yes
45,3.0,4.3,4.5,4.35,No
61,2.8,2.4,6.2,5.06,No
78,3.1,4.6,7.5,4.44,No
63,3.3,4.4,5.5,5.76,No
82,3.9,3.1,6.7,6.93,No
79,4.0,2.1,5.1,6.11,No
74,4.8,1.3,4.2,6.78,Yes
60,5.8,3.8,3.0,4.77,No
76,7.0,2.1,6.8,6.34,Yes
33,2.9,2.2,7.6,4.67,No
68,2.3,3.1,7.0,5.01,No
87,3.4,1.8,,6.53,Yes
60,3.2,3.7,8.4,5.32,No
74,3.0,2.8,7.4,6.33,Yes
42,2.5,3.8,7.8,6.58,No
81,4.6,5.7,7.7,6.07,No
65,4.9,3.3,7.3,6.44,Yes
65,4.0,2.8,6.1,6.18,No
64,3.7,4.7,5.5,4.25,No
74,2.6,4.6,7.1,6.67,No
63,4.1,1.9,5.8,6.86,No
71,3.6,5.3,6.8,4.66,No
51,4.2,2.3,6.5,4.98,No
63,3.3,2.1,5.9,4.94,No
74,2.7,5.2,6.8,5.34,No
67,3.3,5.1,,5.5,No
75,5.2,3.0,6.3,5.79,Yes
79,1.6,4.2,3.7,5.9,No
79,3.5,2.2,6.4,5.49,No
80,2.2,4.1,5.8,5.7,No
39,2.9,1.2,5.0,4.72,No
52,0.9,5.0,8.7,3.32,No
97,6.3,3.1,5.5,8.78,Yes
84,2.7,1.8,8.0,5.19,No
64,1.8,3.4,6.5,4.81,No
78,5.4,1.3,6.3,6.55,No
61,2.4,4.0,7.2,,Yes
79,3.2,3.6,8.6,5.33,No
55,2.2,4.0,6.5,6.37,No
75,0.3,2.8,5.9,4.57,No
67,3.2,1.3,7.2,5.44,Yes
81,3.6,2.6,7.8,6.72,No
100,5.4,1.1,7.1,6.13,No
71,3.9,5.0,7.6,4.34,No
41,3.0,2.0,7.8,5.86,No
73,2.2,0.9,7.8,5.68,No
68,3.8,3.6,6.5,6.24,Yes
34,5.4,6.3,8.2,5.72,No
58,1.4,3.0,,4.56,Yes
81,0.0,3.8,8.1,6.13,No
85,5.3,1.7,8.4,6.91,No
85,1.4,3.5,7.6,6.56,No
94,0.5,0.8,7.8,4.6,No
65,2.9,0.9,7.7,6.27,No
55,1.9,5.2,6.6,3.85,No
46,0.4,3.0,7.2,4.72,No
69,3.3,4.2,8.5,5.57,No
61,3.1,6.4,5.3,6.02,No
57,3.8,2.0,8.1,5.14,No
45,4.4,4.3,3.6,4.56,No
64,3.3,,5.8,4.52,No
57,4.2,2.3,6.7,4.71,No
59,0.9,4.4,6.4,6.46,No
96,0.0,2.8,,5.23,No
69,1.8,3.0,4.7,5.4,No
67,2.6,1.9,7.2,4.66,No
82,2.9,2.7,5.5,7.4,No
62,3.5,2.8,7.6,4.97,No
77,4.9,4.0,5.1,5.65,No
80,3.6,3.5,7.0,5.38,Yes
55,3.2,3.5,8.2,6.64,No
66,1.9,4.4,5.7,5.11,No
48,4.6,5.3,6.5,,No
53,3.5,0.0,6.4,4.7,No
58,1.9,6.2,6.1,4.51,No
75,1.1,3.3,6.4,6.64,No
53,4.5,6.8,4.6,5.03,No
71,3.8,4.2,7.1,5.86,Yes
65,4.8,4.0,6.2,5.27,No
65,1.5,2.7,6.3,4.63,No
81,0.0,2.5,7.6,5.73,No
95,3.4,5.2,5.7,5.93,Yes
45,0.6,3.6,6.6,4.92,No
78,4.0,5.0,3.5,5.99,Yes
99,3.0,2.4,9.0,5.97,Yes
84,5.3,2.8,8.1,5.73,Yes
78,3.1,0.0,6.1,6.59,Yes
42,1.0,0.7,8.8,6.41,No
88,3.8,3.9,7.0,6.19,Yes
94,3.1,1.2,3.9,6.04,No
79,2.7,4.6,5.5,5.06,Yes
83,3.5,3.1,7.1,6.28,No
85,,2.8,5.9,6.44,Yes
80,2.0,2.8,5.9,5.86,Yes
82,,4.5,7.0,5.33,Yes
45,5.4,5.3,7.6,5.69,No
100,2.9,0.2,5.6,5.45,Yes
84,2.7,4.0,8.8,6.45,No
83,1.1,4.3,6.3,4.73,No
75,3.9,3.7,6.5,7.04,Yes
40,1.1,3.6,6.4,4.47,No
35,2.7,3.9,5.0,4.3,No
77,4.0,5.4,5.6,5.15,No
69,7.2,3.6,4.7,6.54,No
81,3.0,1.1,4.9,5.6,Yes
65,4.5,3.5,5.3,6.34,No
64,1.3,2.1,6.0,4.74,No
66,2.1,1.9,5.4,5.84,No
63,2.2,3.1,5.9,4.49,No
54,2.8,3.4,6.6,6.29,No
51,0.8,2.5,5.6,5.36,No
77,2.4,5.7,6.4,6.15,No
79,0.6,3.2,8.4,5.62,No
25,4.7,5.4,5.8,5.65,No
66,2.4,2.5,6.1,5.76,No
66,1.9,6.0,6.9,4.71,No
76,1.5,2.1,7.6,5.47,No
77,2.4,4.6,5.9,3.94,No
80,3.5,5.8,5.5,6.43,No
64,1.8,3.3,7.3,5.06,No
59,3.3,,7.4,5.28,No
44,3.8,3.8,5.7,6.98,No
68,2.8,3.6,6.8,4.02,No
46,1.2,2.5,8.0,5.78,No
59,3.9,2.9,8.4,5.7,No
49,3.8,5.3,7.9,3.82,No
90,4.6,1.8,7.0,6.4,Yes
50,3.5,5.9,6.0,4.95,No
57,1.7,1.8,6.2,4.77,No
78,3.1,4.8,6.3,5.36,No
87,3.1,5.8,6.6,5.12,No
59,0.8,2.4,7.4,4.33,No
92,0.1,4.6,6.2,5.61,No
65,3.9,3.3,6.2,4.83,No
87,2.6,1.1,7.4,5.33,No
70,2.1,3.8,5.0,4.88,No
50,4.2,2.8,7.0,5.52,Yes
56,4.7,4.5,6.6,6.0,No
68,1.7,3.8,6.4,4.9,No
85,5.8,6.0,5.5,6.43,No
78,1.0,3.6,6.0,5.45,No
88,3.5,,7.1,5.75,Yes
59,2.5,4.4,6.5,4.51,No
46,4.9,7.3,7.6,4.53,No
79,3.3,4.7,7.5,5.15,No
76,2.2,2.9,5.1,4.59,No
67,5.5,3.3,3.9,5.65,No
62,2.4,1.3,6.7,5.4,No
63,3.3,2.6,6.1,5.32,No
58,0.2,0.5,6.2,4.72,No
75,0.2,4.3,6.5,4.13,No
79,1.5,1.4,5.5,4.36,No
89,2.7,3.2,6.7,6.23,No
70,5.4,2.5,6.8,7.22,No
74,2.9,3.2,5.9,6.11,No
45,4.5,,6.8,5.79,No
71,2.2,4.0,5.2,4.44,No
79,,2.3,6.1,7.18,No
57,3.9,0.0,6.1,,No
91,2.9,3.2,8.2,4.94,No
57,4.4,4.1,6.8,5.18,Yes
73,2.9,2.4,7.8,6.04,Yes
72,3.1,4.5,6.5,5.37,Yes
56,3.9,3.5,5.7,5.67,No
67,3.7,5.3,6.3,4.49,No
70,0.9,4.6,5.4,4.8,No
71,3.0,3.5,6.3,5.47,No
46,4.4,3.3,,6.7,No
75,3.2,0.7,7.3,7.28,Yes
84,3.4,0.9,7.3,6.69,Yes
83,4.3,1.7,7.5,6.29,No
81,4.0,4.0,6.4,5.25,No
55,1.5,4.3,6.5,4.74,No
80,1.0,2.7,6.4,4.47,No
47,5.3,5.0,7.4,5.56,Yes
67,2.5,6.0,6.3,,No
53,2.2,4.6,5.3,5.11,No
84,2.8,4.1,5.9,4.82,No
71,5.0,2.6,9.3,5.25,Yes
40,2.9,1.6,7.7,5.26,No
64,2.9,2.1,5.8,5.73,No
48,2.1,5.7,4.2,5.44,No
61,1.4,3.3,7.1,5.88,No
64,0.2,5.2,7.4,5.19,Yes
79,3.1,0.1,8.1,7.09,No
83,1.4,2.3,,5.43,Yes
48,2.3,1.8,6.2,6.05,No
65,2.3,3.1,7.6,5.51,No
64,3.7,4.8,7.4,4.29,No
50,0.0,5.4,7.5,2.53,No
65,5.4,2.9,5.0,6.01,No
82,3.4,5.0,8.0,5.51,No
54,3.7,3.6,6.8,3.68,No
82,1.4,2.9,6.4,6.34,No
49,2.7,4.6,5.9,5.34,No
93,3.6,2.7,8.0,6.17,Yes
69,4.0,3.7,4.9,5.51,Yes
58,4.0,2.0,4.3,6.31,No
79,3.4,1.3,4.8,6.21,No
100,2.4,3.3,7.8,4.94,Yes
90,0.9,2.2,6.0,5.72,No
69,2.6,5.5,3.5,6.3,No
89,5.8,5.5,6.0,5.37,No
100,1.0,1.9,7.9,6.25,Yes
64,0.6,3.4,5.1,5.61,No
72,6.0,5.9,6.7,6.01,No
57,3.1,4.1,5.4,5.56,No
64,0.7,3.4,8.8,5.68,No
65,3.1,2.8,5.8,6.15,No
63,2.6,3.9,4.8,5.08,Yes
87,5.4,4.3,6.7,7.44,Yes
41,5.2,3.2,,5.6,No
70,,5.9,5.6,5.37,No
69,4.0,4.7,7.3,4.75,No
62,2.7,5.3,6.4,4.89,No
82,5.8,4.2,5.7,6.85,Yes
81,3.1,3.6,5.6,6.41,No
70,2.0,4.6,5.3,4.89,No
74,5.0,4.7,6.4,,No
69,3.4,2.7,6.2,5.11,Yes
79,2.8,3.1,5.9,5.67,No
93,2.0,2.8,6.2,5.53,No
85,2.5,5.8,5.2,5.74,Yes
100,5.0,5.5,6.7,7.13,Yes
82,3.0,4.4,5.4,5.69,No
42,,6.7,9.6,3.08,No
79,0.3,2.6,6.3,4.0,No
58,2.7,4.4,6.2,5.56,No
89,2.9,2.0,7.4,6.27,No
65,3.5,1.9,7.1,7.4,Yes
50,2.4,1.7,4.6,5.37,No
75,3.6,0.8,7.4,5.53,Yes
65,4.0,3.3,5.4,5.11,Yes
76,2.0,3.3,5.9,5.87,No
75,5.7,5.4,5.7,6.9,No
75,1.6,3.5,6.3,4.45,No
75,0.4,3.4,7.8,5.41,No
83,3.9,6.1,5.4,4.6,No
72,3.2,5.0,5.8,4.42,No
68,3.9,3.5,6.4,4.83,No
66,2.3,2.1,7.0,4.94,No
64,4.8,1.6,6.9,6.31,Yes
65,4.2,3.1,6.4,6.07,Yes
82,7.7,6.2,5.5,6.94,Yes
89,2.4,1.8,6.6,5.19,No
81,2.5,0.5,8.9,6.67,Yes
74,1.9,1.3,5.6,6.18,Yes
71,1.6,3.2,7.9,5.85,No
73,3.4,4.0,6.8,5.75,No
73,1.2,5.4,7.0,4.25,No
61,1.0,5.3,6.2,4.43,No
59,3.2,2.4,4.4,6.36,No
71,5.0,3.1,7.4,5.78,Yes
57,0.4,4.7,4.7,4.13,No
58,3.7,3.0,6.7,5.81,No
59,,2.1,5.3,5.41,Yes
87,0.2,2.5,8.0,4.81,No
92,2.2,5.8,5.7,4.69,No
70,4.5,2.4,6.8,6.36,Yes
70,4.1,1.9,4.4,5.23,Yes
80,0.3,4.0,4.9,3.26,No
56,3.0,3.8,5.4,4.3,No
71,4.9,0.9,6.8,6.95,Yes
99,5.3,4.6,7.4,5.77,No
69,2.8,3.1,6.1,4.96,No
68,2.5,6.0,4.8,4.01,No
68,3.8,2.7,5.8,6.0,Yes
66,4.0,3.9,6.7,6.1,No
76,2.0,4.7,7.5,5.72,No
74,3.1,4.5,7.3,5.95,No
39,2.6,2.6,6.3,4.77,No
78,4.0,1.9,7.8,6.32,No
55,2.3,4.2,8.0,4.38,No
80,1.4,3.3,7.3,6.51,No
70,0.0,5.3,4.2,5.29,No
72,3.5,4.1,3.6,6.88,No
73,1.5,4.3,5.6,5.28,No
61,2.6,2.1,4.9,4.62,No
61,3.0,4.9,8.7,5.47,No
81,2.1,5.2,6.7,6.42,No
62,3.6,3.8,5.6,5.53,Yes
54,6.8,3.1,7.2,6.52,No
77,5.6,3.9,4.6,5.46,Yes
76,1.5,2.1,7.9,6.12,Yes
69,1.9,0.0,8.1,6.32,No
73,1.7,0.0,5.9,6.14,No
71,0.6,1.6,6.3,4.86,No
79,3.3,3.0,5.8,5.62,Yes
82,3.7,5.7,6.9,5.74,No
77,3.3,3.6,5.9,6.95,Yes
83,3.3,4.4,6.7,6.54,Yes
94,0.2,3.4,6.8,4.02,No
76,0.3,2.5,4.9,6.26,No
69,4.0,2.9,8.5,5.57,Yes
46,2.8,2.4,7.6,5.28,No
50,4.3,1.9,6.3,4.93,No
75,1.5,4.6,5.3,5.32,No
66,2.5,3.1,6.8,5.46,No
62,2.2,2.2,8.0,6.1,Yes
78,5.4,3.8,4.3,6.23,No
80,5.4,4.9,5.6,7.58,No
75,1.4,2.2,6.6,5.29,No
64,3.2,5.0,8.3,5.14,No
99,4.2,3.7,6.5,6.35,Yes
68,4.5,4.9,6.2,5.59,No
83,1.8,5.5,6.9,4.68,No
66,3.6,1.6,7.7,6.45,Yes
54,3.2,1.1,6.7,5.34,No
71,2.9,2.5,5.7,6.3,No
100,0.0,2.9,7.5,5.46,No
84,2.2,3.9,7.6,5.63,No
68,2.4,4.0,8.4,5.61,No
78,4.1,6.6,6.8,5.39,No
65,2.7,0.3,6.1,5.46,No
80,4.9,3.8,5.8,,Yes
99,0.8,4.9,5.7,5.22,No
62,5.0,1.8,5.1,5.4,Yes
74,2.0,2.8,6.8,4.82,Yes
75,2.1,5.3,9.2,3.98,No
64,2.5,1.2,9.5,5.09,No
63,0.5,4.2,5.0,4.29,No
72,3.1,5.6,7.0,5.81,No
60,7.3,0.4,,7.49,Yes
85,1.5,2.7,6.1,4.26,No
67,2.3,6.0,6.8,4.94,Yes
68,3.9,4.3,8.6,5.4,Yes
55,2.9,3.9,7.4,4.83,No
57,4.5,4.9,7.4,5.07,No
62,0.6,1.9,5.0,6.39,No
62,1.2,2.9,7.0,5.21,No
54,3.4,3.2,6.5,5.81,No
82,0.0,3.9,8.1,4.77,No
91,0.9,,5.2,6.14,Yes
67,0.1,0.6,4.9,5.08,No
56,3.1,4.2,7.3,3.9,No
57,2.2,2.3,7.7,5.24,No
73,0.8,3.8,7.0,4.98,No
71,3.2,3.6,8.8,5.34,No
46,4.2,2.5,5.5,5.31,No
38,0.9,2.2,6.1,4.6,No
71,2.8,6.7,4.3,6.65,No
81,3.3,5.9,5.9,4.53,No
88,3.9,3.5,5.8,4.25,Yes
60,0.6,5.0,6.9,4.4,No
87,1.4,4.4,7.2,4.36,No
66,2.8,4.6,6.1,5.11,No
52,2.9,3.7,7.9,5.03,No
97,6.4,4.8,6.6,7.11,Yes
45,4.2,5.1,,4.67,Yes
67,2.4,4.9,6.3,4.84,No
60,2.5,0.6,7.6,5.77,No
75,2.5,3.6,4.5,5.34,No
84,1.1,6.4,8.5,4.66,No
42,2.5,4.6,6.2,4.02,No
60,6.0,1.9,8.6,6.74,No
84,0.0,1.0,6.1,5.71,No
57,3.0,3.7,6.0,5.49,No
46,6.1,0.3,7.1,7.04,Yes
63,5.6,4.1,6.7,4.35,No
61,4.3,3.4,,6.74,No
81,3.1,2.4,4.0,5.69,Yes
71,4.3,5.4,7.5,6.0,Yes
59,3.5,3.1,7.0,5.49,No
84,5.5,2.3,7.3,6.66,Yes
70,4.1,5.2,,7.17,Yes
49,1.9,3.9,5.6,4.78,No
60,5.9,2.9,5.9,6.23,No
62,2.7,1.3,4.9,6.07,No
99,1.4,3.3,6.1,5.87,No
67,3.5,2.1,7.6,5.99,No
50,4.3,,6.0,4.16,No
67,2.9,1.3,6.5,5.64,No
80,3.3,5.2,7.1,5.12,No
68,5.5,5.3,5.4,5.62,No
86,2.7,3.2,5.9,4.69,No
81,4.2,4.7,7.5,6.77,No
80,4.8,5.1,4.7,5.82,No
80,1.9,2.4,6.5,5.75,No
89,3.0,4.3,7.3,5.9,No
86,5.2,4.7,7.0,5.28,No
53,4.7,2.4,7.1,6.93,No
53,2.2,5.1,6.1,4.66,Yes
78,2.6,4.3,5.5,6.29,No
56,0.0,5.1,7.2,5.4,No
53,4.6,4.5,7.0,5.99,Yes
83,3.8,5.4,7.2,6.16,Yes
63,0.4,4.0,4.9,4.51,No
80,4.1,2.8,5.2,6.16,Yes
79,3.3,3.2,5.8,5.03,No
70,4.0,2.8,6.1,6.79,No
83,3.9,2.9,6.9,6.99,Yes
77,2.7,4.9,5.4,4.93,No
83,1.0,3.4,6.4,4.52,No
49,,3.8,7.4,4.6,Yes
67,2.2,0.6,6.4,5.32,No
49,0.3,3.9,7.7,3.7,No
65,3.1,3.8,6.3,5.82,No
54,4.0,3.8,7.3,5.17,No
55,1.7,0.8,9.2,5.61,No
70,3.5,2.7,8.1,4.17,No
94,3.9,1.2,4.4,5.88,No
75,3.9,2.5,7.6,6.65,No
73,1.8,3.3,7.7,5.35,Yes
48,6.4,3.6,7.8,6.23,Yes
95,3.0,3.0,5.0,6.74,No
73,1.2,3.1,7.1,5.23,No
86,2.4,3.1,5.7,5.67,Yes
63,0.7,1.6,,4.89,No
79,2.4,2.5,7.2,6.26,Yes
48,4.9,4.7,5.2,6.29,No
74,3.8,5.4,7.0,6.03,No
81,5.4,3.4,5.4,6.68,Yes
95,3.3,4.2,3.7,5.44,Yes
100,4.9,3.0,7.9,6.39,Yes
82,,2.6,6.0,6.32,Yes
52,1.3,2.5,6.4,4.38,No
62,3.6,6.8,9.7,5.24,No
63,4.3,2.1,7.3,6.41,No
88,4.2,4.4,7.6,6.28,No
69,1.2,,6.6,6.06,No
74,5.3,6.9,5.3,4.69,No
100,0.0,4.9,7.2,6.04,No
68,5.5,3.8,7.9,5.68,Yes
54,1.0,6.0,7.2,4.09,No
77,5.4,3.9,8.5,7.08,No
56,2.0,4.7,6.5,4.99,No
58,3.2,5.3,7.4,6.91,Yes
69,2.9,3.3,7.7,5.79,No
100,0.7,3.5,6.7,5.29,No
65,3.1,3.7,5.2,,No
79,1.2,1.9,8.9,5.76,Yes
66,2.1,3.0,6.4,5.08,No
72,6.9,2.8,6.6,5.47,Yes
90,3.3,4.9,6.2,5.77,No
81,2.4,1.8,6.1,5.92,Yes
70,4.2,4.7,7.3,5.9,No
66,3.8,4.1,5.0,6.01,No
92,1.4,1.3,4.6,5.66,No
96,1.3,4.5,6.7,6.09,Yes
71,4.9,4.5,7.0,5.85,No
83,3.4,2.7,5.5,5.54,Yes
86,6.2,3.4,5.4,6.27,No
59,0.1,2.1,5.8,6.18,No
67,4.9,6.1,8.5,6.38,No
81,3.8,,7.2,6.67,No
74,1.4,3.5,5.1,5.27,No
60,3.7,3.8,6.1,5.07,No
61,1.0,4.3,5.5,4.87,No
82,3.7,4.1,3.7,5.89,Yes
56,4.6,3.6,6.6,5.01,No
64,2.7,3.0,7.7,4.75,No
57,2.5,4.0,6.6,4.99,No
77,1.7,4.4,4.9,6.92,No
87,4.6,4.5,8.0,,No
32,3.3,4.4,5.3,5.86,No
54,2.4,3.8,6.6,3.8,No
64,5.1,4.7,4.8,5.35,No
83,4.8,1.6,9.1,6.77,Yes
48,3.0,1.3,6.7,5.36,No
81,3.1,0.8,5.3,5.19,Yes
92,4.6,4.0,6.8,6.66,Yes
71,3.0,6.5,6.1,5.76,No
75,0.9,,8.8,4.14,Yes
69,3.3,3.1,6.0,5.57,No
46,4.0,3.7,5.0,5.71,Yes
62,4.9,2.3,5.4,4.98,No
84,5.5,5.4,4.0,6.44,Yes
82,6.0,3.6,6.5,6.7,No
80,2.5,3.0,,6.24,No
67,3.1,2.8,6.7,5.39,Yes
79,0.5,4.0,6.9,4.6,No
70,2.0,1.5,5.3,5.04,No
44,0.4,2.5,5.7,4.18,No
56,5.2,4.9,9.0,5.65,No
60,3.0,0.4,5.1,6.2,No
51,3.2,1.4,8.5,5.11,Yes
68,4.2,5.0,7.4,4.98,No
81,3.0,5.3,10.0,5.46,No
97,3.2,5.2,7.7,6.61,Yes
60,2.5,3.5,6.6,5.04,No
60,3.5,3.8,7.2,6.03,No
83,4.9,4.8,7.1,5.52,Yes
60,5.8,2.9,7.6,6.27,Yes
86,2.0,3.2,5.9,,Yes
70,4.6,1.6,4.9,5.04,No
65,1.0,2.0,4.6,5.44,No
66,1.0,4.0,5.1,5.07,No
96,2.3,3.3,8.0,5.21,Yes
69,2.2,2.6,6.2,5.13,No
50,2.4,5.4,8.2,4.81,No
97,2.5,2.3,5.0,6.54,Yes
81,3.8,2.9,7.2,4.81,No
73,5.0,3.5,5.5,6.53,No
26,5.7,3.3,8.0,5.21,No
60,4.1,3.1,6.0,5.62,No
68,4.9,1.8,7.7,6.47,Yes
50,1.7,4.2,5.6,5.34,No
62,4.2,3.4,5.6,7.21,No
54,2.1,4.1,8.9,4.69,No
74,4.7,3.7,8.6,5.97,Yes
82,3.6,6.3,4.8,5.79,No
81,3.4,5.2,5.3,5.55,No
81,2.0,1.9,5.4,6.02,No
60,2.1,6.8,4.4,4.05,No
95,0.7,2.9,3.9,5.52,No
74,2.1,2.7,8.7,5.3,Yes
40,1.9,2.7,,2.92,No
78,1.8,2.8,4.4,6.12,No
57,2.4,2.5,4.1,5.0,No
66,6.2,4.2,8.3,6.71,No
73,5.4,4.4,7.6,6.78,Yes
75,5.2,3.2,7.3,6.06,No
85,2.2,2.6,7.7,7.22,Yes
72,3.0,3.7,6.8,6.59,No
89,2.4,3.4,6.1,5.97,Yes
63,1.2,1.0,3.7,5.59,No
86,3.0,4.6,6.0,6.14,Yes
50,3.4,3.2,6.2,4.57,Yes
50,4.7,5.1,6.7,6.08,No
77,3.2,1.8,6.7,5.9,No
51,0.0,3.7,8.8,4.89,No
83,1.7,4.8,8.7,4.78,No
75,2.2,4.9,5.4,3.11,No
85,0.5,3.1,5.5,5.67,No
80,2.2,1.4,6.3,6.15,No
86,4.4,3.8,9.5,4.09,Yes
86,2.2,2.3,,5.95,Yes
73,4.1,2.5,5.0,5.14,No
68,3.1,2.0,7.3,7.24,No
86,4.4,5.4,6.2,7.45,Yes
96,0.8,2.7,6.7,4.29,No
66,3.7,3.6,5.9,5.65,Yes
87,2.0,1.9,6.4,6.31,No
66,4.9,5.0,7.5,6.77,No
64,1.1,3.7,6.5,5.1,No
79,4.6,5.4,6.7,6.57,Yes
82,3.0,2.3,6.4,6.25,Yes
78,3.5,3.5,5.3,5.65,No
72,3.2,2.6,6.5,5.31,Yes
72,0.3,2.7,6.1,4.98,No
50,4.0,4.6,8.3,5.53,Yes
71,2.7,3.7,9.4,6.08,No
90,5.0,2.3,6.0,7.84,Yes
87,3.9,1.0,6.1,5.4,Yes
61,4.3,3.5,7.9,5.99,Yes
79,2.7,3.1,5.7,5.14,No
77,3.8,5.2,7.1,5.96,No
95,4.1,5.4,6.5,7.0,Yes
84,4.6,4.3,5.8,6.11,No
75,4.3,4.3,8.1,4.45,No
80,4.8,2.6,5.9,6.88,No
59,1.9,4.0,5.9,5.27,No
74,2.9,4.7,3.8,5.37,No
100,2.4,3.2,7.0,6.41,No
71,3.6,4.8,5.9,5.05,No
64,2.7,3.1,5.4,6.22,No
89,1.9,3.4,4.4,6.27,No
65,2.2,4.6,6.9,5.1,No
56,2.8,1.4,7.0,6.37,No
93,2.6,2.8,4.9,6.63,No
63,1.6,7.1,6.7,4.12,No
69,3.0,1.2,4.1,6.1,Yes
66,3.2,5.0,8.7,5.23,No
98,2.0,2.5,6.2,5.98,No
39,2.2,2.1,7.1,3.28,No
79,5.1,2.8,6.9,6.69,Yes
51,0.5,1.2,8.2,4.4,No
86,3.2,2.3,6.4,5.28,No
61,5.5,5.2,5.2,5.32,No
66,2.6,5.5,7.0,4.8,No
66,4.3,2.0,8.1,6.06,No
71,0.6,3.2,7.9,4.51,No
55,0.3,4.1,5.4,4.91,No
86,3.0,4.6,5.7,5.42,Yes
60,1.7,5.6,6.7,4.1,No
63,3.9,2.9,7.4,5.1,Yes
54,3.5,3.5,4.4,4.75,No
85,5.7,1.6,6.7,6.75,No
67,4.1,2.7,7.1,5.34,No
93,2.8,2.9,5.8,5.07,No
24,3.8,2.5,6.8,3.39,No
82,2.8,4.3,8.4,5.29,Yes
52,1.0,6.6,7.1,3.63,No
59,4.1,1.8,5.7,5.68,Yes
69,3.8,3.2,7.3,5.08,No
80,1.9,3.3,5.4,5.7,No
100,5.3,5.8,7.9,7.34,No
58,2.0,3.0,7.1,5.49,No
60,5.7,3.7,10.0,6.71,No
60,2.8,3.6,7.6,3.29,No
64,0.5,5.0,7.9,4.9,No
85,5.8,5.1,6.3,6.55,No
71,4.6,2.8,6.1,6.77,Yes
94,4.4,2.7,6.1,7.75,Yes
90,0.0,4.4,5.9,5.66,No
80,0.0,5.5,9.1,5.33,No
64,4.5,1.1,5.3,5.54,No
42,4.6,2.9,6.7,,No
68,0.9,,5.5,5.02,No
58,3.7,0.6,6.8,5.56,No
69,2.9,2.7,6.3,6.15,No
65,1.2,3.6,6.0,4.75,No
64,2.3,2.1,7.3,3.76,No
69,5.8,1.4,7.9,5.98,No
43,1.7,3.9,7.8,5.31,No
62,0.4,4.0,6.7,4.77,No
89,2.3,2.4,5.5,6.57,No
85,0.0,4.2,5.5,5.31,No
69,2.6,0.0,5.6,5.54,Yes
45,0.5,4.3,6.7,4.29,No
65,1.4,5.5,6.9,4.24,No
61,3.4,5.4,6.9,4.82,Yes
72,0.7,3.5,6.7,5.91,No
72,1.5,5.2,6.7,6.02,No
77,5.3,3.2,5.7,5.88,Yes
49,3.2,4.9,4.2,5.27,No
41,3.4,2.0,6.4,5.36,No
63,4.0,3.5,8.1,6.24,No
54,3.0,5.8,7.0,5.69,No
72,4.5,4.1,5.0,6.27,No
70,3.9,4.7,6.8,6.24,No
51,1.4,4.2,4.9,4.43,No
74,3.6,3.2,6.8,5.2,No
80,0.7,5.4,6.7,5.88,No
94,0.0,2.2,5.1,5.03,No
52,5.0,2.4,6.2,5.09,No
66,2.8,4.1,5.5,5.58,No
61,4.7,6.2,7.7,5.25,No
98,3.0,0.9,8.7,7.35,No
43,4.0,1.7,4.5,4.39,No
81,4.8,3.7,6.4,6.91,Yes
63,0.8,4.2,5.3,3.55,No
54,3.6,4.1,5.6,5.32,No
67,4.0,3.9,7.7,4.78,No
73,3.9,2.7,6.6,8.07,No
41,0.7,3.2,7.0,4.12,No
66,2.9,3.7,7.1,5.72,No
65,4.1,6.0,6.2,5.87,No
46,3.9,5.5,4.3,4.3,Yes
82,5.7,6.4,7.2,6.14,No
54,3.9,3.7,3.6,5.06,No
88,1.9,2.3,4.4,5.17,No
61,4.5,2.2,3.9,6.28,No
37,4.5,3.8,4.9,4.19,No
92,1.5,4.3,5.8,6.35,No
51,6.9,6.0,6.8,5.82,Yes
60,6.9,2.0,6.6,5.6,No
59,2.1,2.2,6.1,6.13,No
61,0.7,5.1,5.6,5.66,No
72,1.3,2.0,4.5,4.58,No
87,1.1,3.6,6.1,5.81,No
39,0.8,5.9,6.8,3.69,No
67,2.0,4.8,7.4,5.85,No
85,1.2,3.8,7.6,4.95,No
70,5.5,4.2,8.4,5.61,No
74,0.4,0.6,6.6,5.4,No
85,3.5,5.9,8.3,6.05,No
47,2.5,0.8,5.8,5.87,No
72,,2.7,4.1,5.08,Yes
82,2.8,2.5,7.6,5.19,Yes
76,3.2,3.6,6.6,5.31,No
61,4.9,2.6,6.4,6.15,No
43,2.1,2.3,6.6,5.19,Yes
74,0.6,2.3,5.1,5.97,No
61,2.9,8.0,5.1,4.48,No
78,1.8,3.2,6.3,5.86,Yes
58,3.5,3.8,7.2,5.72,No
90,2.0,4.7,6.2,6.18,No
85,1.8,3.7,,4.48,Yes
51,5.0,1.7,4.4,5.04,No
94,6.2,4.8,5.7,7.22,Yes
49,1.6,3.3,6.8,4.82,Yes
79,3.1,2.5,6.3,4.98,Yes
66,2.3,1.8,6.0,6.33,Yes
68,3.5,3.4,5.0,4.1,Yes
86,2.5,6.5,7.0,4.9,No
75,4.0,3.2,8.7,5.7,Yes
51,1.4,1.2,9.1,5.26,No
